what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342628802268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342628817514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342628817877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342628946878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342629001593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342629007825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342629008405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1342629009311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1342629010697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342629012317
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342629013025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342629014384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342629014821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342629249027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342629280373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342629281400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342629282380
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342629283954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342629312076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342629341409
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1342629345330
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342629357550
