what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595473334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595473659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595474860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595475565
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1342595505521
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1342595507210
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1342595508070
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342595509835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595509856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595510259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595511443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595512797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342595556019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342595556527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342595557099
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342595565910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595565934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595566443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595568333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595569048
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1342595583816
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342595584481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595584505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595584845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595586192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595586810
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1342595602672
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1342595602828
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342595605117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595605140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595605431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595606683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595608261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342595627917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342595628103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595633554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1342595633583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595636646
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342595638470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595638492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595638811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595640257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595643706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342595677590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342595677812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342595678002
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1342595680612
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342595711886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595711912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595712550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595713853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342595715107
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1342595774935
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1342595775108
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1342595775266
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1342595775444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1342595779941
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342595782474
