what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419776093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419779763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419783132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419786857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419790117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419800069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419800833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419804417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419807772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419822657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419824438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419825305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419829524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419830131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419831881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419835689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419836017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419839621
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1342419841910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419842723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419843596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419846450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419847207
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1342419849210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419850370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419851983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419854455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419855174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419857234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419858233
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1342419858652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419858985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419860283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419861603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419862382
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1342419862786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342419865209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342419866534
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342419867994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419868195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419880857
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342419880897
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342419882019
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342419882805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419882867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419883757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419885026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419887096
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1342419914155
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1342419918270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342419918511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342419918844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342419922276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342419924859
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1342419934058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1342419938089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1342419948903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419951621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419952200
executed,command,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.command.openTask",1342419952205
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342419952696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419952727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419953118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419953479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419956910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419983021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419984773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419985039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419986495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342419989760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419990325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419990691
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342419991193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342419991399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420003141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420018900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420031943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420032918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420033676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420034064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420034828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420041264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420043878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420045328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420048585
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1342420058579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420060462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420062071
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342420067871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420067902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420068279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420068578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420069355
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342420094781
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1342420096881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420098890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420124948
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342420125071
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342420125111
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1342420128185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342420143405
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342420145721
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342420232361
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342420234627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420234708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420236865
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342420239372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342420280678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342421381615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342421387796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342421396477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342421625975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342421632461
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342421634799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342421670559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342421671295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342421672000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342422864913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342423289755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342423336352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1342423338224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342423376319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342423379129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342423379145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342423379207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342423379223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342423387007
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342423387195
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1342423387538
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1342423387553
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1342423387553
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1342427458149
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1342427458152
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1342427458153
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1342427458154
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1342427458155
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1342427458156
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1342427458158
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1342427458159
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1342427458160
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1342427458161
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1342427458163
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1342427458164
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1342427458164
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1342427458166
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1342427458166
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1342427458167
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1342427458168
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1342427458170
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1342427458170
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1342427458256
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1342427458257
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1342427458258
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1342427458259
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1342427458260
